,competitionID,clubID,seasonID,competitionName,appearances,yellowCards,goalsConceded,cleanSheets,minutesPlayed,id,redCards,goals,secondYellowCards,assists
7,EL,3709,2019,Europa League,7,1,,,630',221150,,,,
8,ES1,3709,2019,LaLiga,34,5,,,3.060',221150,,,,
9,CDR,3709,2019,Copa del Rey,1,,,,90',221150,,,,
10,ES1,3709,2018,LaLiga,34,11,,,2.981',221150,1,,1,
11,CDR,3709,2018,Copa del Rey,4,2,,,275',221150,,,1,
12,ES1,3709,2017,LaLiga,36,9,,,3.240',221150,,1,,
13,POBE,475,2016,JPL Playoff II,7,2,,,581',221150,,,,
14,BE1,475,2016,JPL,19,4,,,1.553',221150,,,1,
15,CCB,475,2016,Croky Cup,1,,,,85',221150,,,1,
16,ES2,11596,2015,LaLiga2,35,16,,,3.130',221150,,,1,3
17,ES2,11596,2014,LaLiga2,24,5,,,1.961',221150,,1,2,
18,ACL,4675,2013,CAF-Champions League,4,,,,360',221150,,,,
19,ACL,4675,2012,CAF-Champions League,6,1,,,540',221150,,,,
0,ES1,3709,2023,LaLiga,27,5,,,2.074',577486,,1,,
1,CDR,3709,2023,Copa del Rey,3,1,,,157',577486,,,,
2,ES1,3709,2022,LaLiga,22,8,,,1.502',577486,1,2,,
3,CDR,3709,2022,Copa del Rey,3,,,,145',577486,,,,
4,ES1,3709,2021,LaLiga,,,,,,577486,,,,
5,URUC,18074,2021,Primera División Clausura,11,3,,,914',577486,1,2,,
6,URU1,18074,2021,Primera División Apertura,8,3,,,720',577486,,,,
7,URU1,2619,2020,Primera División Apertura,8,5,,,531',577486,,,,
8,URUC,2619,2019,Primera División Clausura,14,5,,,1.198',577486,,1,,
9,URUI,2619,2019,Torneo Intermedio,3,2,,,270',577486,,,,
10,URU1,2619,2019,Primera División Apertura,8,5,,,720',577486,,1,,
0,ES1,3709,2023,LaLiga,15,3,,,907',257376,1,,1,
1,CDR,3709,2023,Copa del Rey,2,1,,,180',257376,,1,,
2,ES1,3709,2022,LaLiga,31,9,,,2.657',257376,,,1,2
3,CDR,3709,2022,Copa del Rey,3,1,,,300',257376,,,,
4,ES1,16795,2021,LaLiga,21,7,,,1.688',257376,1,1,,
5,ES1,16795,2020,LaLiga,29,5,,,2.365',257376,1,1,,
6,EL,16795,2020,Europa League,9,3,,,684',257376,,,,
7,CDR,16795,2020,Copa del Rey,2,,,,125',257376,,,,
8,ELQ,16795,2020,Europa League Qualifying,2,,,,135',257376,,,,
9,ES1,16795,2019,LaLiga,36,7,,,3.085',257376,,3,,1
10,CDR,16795,2019,Copa del Rey,3,1,,,265',257376,,,,
11,ES1P,897,2018,Promoción LaLiga,4,1,,,360',257376,,,,
12,ES2,897,2018,LaLiga 1|2|3,39,13,,,3.478',257376,,4,,
13,PO1,3325,2017,Liga NOS,30,7,,,2.677',257376,,,1,
14,POPO,3325,2017,Taça de Portugal,1,,,,90',257376,,,,
15,POCP,3325,2017,Taça CTT,1,,,,90',257376,,,,
16,PO1,68608,2016,Liga NOS,28,6,,,2.500',257376,1,1,,
17,POCP,68608,2016,Allianz Cup,3,1,,,270',257376,,,,
18,POPO,68608,2016,Taça de Portugal,1,,,,17',257376,,,,
19,PO2,10949,2015,Ledman LigaPro,43,8,,,3.853',257376,,3,,
20,POCP,336,2015,Allianz Cup,,,,,,257376,,,,
21,PO2,10949,2014,Liga Sabseg,10,1,,,358',257376,,,,
22,POCP,336,2014,Allianz Cup,,,,,,257376,,,,
0,ES1,3709,2023,LaLiga,23,6,,,1.514',353032,1,,,1
1,CDR,3709,2023,Copa del Rey,4,,,,264',353032,,,,
2,ES1,3709,2022,LaLiga,25,9,,,2.048',353032,,1,,1
3,CDR,3709,2022,Copa del Rey,3,1,,,220',353032,,,,
4,ES1,1049,2021,LaLiga,29,15,,,2.409',353032,,2,,
5,CDR,1049,2021,Copa del Rey,5,2,,,434',353032,,,,
6,L1,44,2020,Bundesliga,17,2,,,1.297',353032,,,,
7,C1,26,2020,Super League,3,1,,,270',353032,,,,
8,ELQ,26,2020,Europa League Qualifying,3,2,,,270',353032,,,,
9,SCC,26,2019,Schweizer Cup,6,1,,,554',353032,,1,,
10,EL,26,2019,Europa League,10,4,,,900',353032,,,,
11,C1,26,2019,Super League,28,7,,,2.417',353032,1,2,2,1
12,CLQ,26,2019,Champions League Qu.,4,1,,,360',353032,,1,,
13,CLI,2063,2019,Libertadores,5,2,,,450',353032,,,,
14,ARLC,2063,2019,Copa Superliga,2,,,,210',353032,,,,
15,AR1N,2063,2019,Superliga,8,4,,,720',353032,,,,
16,ARCA,2063,2018,Copa Argentina,1,,,,90',353032,,,,
17,AR1N,1106,2018,Superliga,22,6,,,1.978',353032,,1,1,
18,CS,1214,2017,Copa Sudamericana,1,1,,,90',353032,,,,1
19,CS,1214,2016,Copa Sudamericana,4,1,,,350',353032,,,,
0,POBE,157,2023,Jupiler Pro League Europe Play-Offs,,,,,,143029,,,,
1,BE1,157,2023,Jupiler Pro League,6,1,,,466',143029,,,,
2,UCOL,157,2023,Conference League,2,,,,180',143029,,,,
3,ES1,3709,2023,LaLiga,11,3,,,700',143029,,1,,
4,CDR,3709,2023,Copa del Rey,3,1,,,124',143029,,,,1
5,ES1,3709,2022,LaLiga,22,4,,,1.679',143029,,,,
6,CDR,3709,2022,Copa del Rey,,,,,,143029,,,,
7,ES1,3709,2021,LaLiga,32,8,,,2.671',143029,1,1,,
8,CDR,3709,2021,Copa del Rey,,,,,,143029,,,,
9,FR1,667,2020,Ligue 1,32,3,,,2.784',143029,1,2,,
10,FRC,667,2020,Coupe de France,1,,,,90',143029,,,,
11,FR1,667,2019,Ligue 1,23,4,,,2.054',143029,,1,,1
12,FRC,667,2019,Coupe de France,2,1,,,180',143029,,,,
13,FRL,667,2019,Coupe de la Ligue,2,,,,180',143029,,,,
14,ELQ,667,2019,Europa League Qualifying,5,,,,450',143029,,1,,
15,FR1,667,2018,Ligue 1,34,8,,,3.030',143029,2,,,
16,FRL,667,2018,Coupe de la Ligue,4,,,,420',143029,,,,
17,FRC,667,2018,Coupe de France,1,,,,120',143029,,,,
18,BE1,157,2017,JPL,19,2,,,1.602',143029,,,,
19,CCB,157,2017,Croky Cup,2,,,,180',143029,,1,,
20,ELQ,157,2017,Europa League Qualifying,2,,,,139',143029,,,1,
21,EJPL,157,2016,JPL Play-Offs I,9,3,,,802',143029,,,,
22,EL,157,2016,Europa League,9,1,,,810',143029,,,,1
23,BE1,157,2016,JPL,28,5,,,2.452',143029,,2,1,
24,CCB,157,2016,Croky Cup,2,,,,180',143029,,,,
25,ELQ,157,2016,Europa League Qualifying,4,1,,,315',143029,,1,,
26,EJPL,157,2015,JPL Play-Offs I,5,2,,,317',143029,,,,
27,BE1,157,2015,JPL,21,2,,,1.783',143029,,1,,
28,CL,157,2015,Champions League,7,1,,,630',143029,,,,
29,CCB,157,2015,Croky Cup,5,1,,,450',143029,,,,
30,L1,60,2014,Bundesliga,14,2,,,1.136',143029,1,,,1
31,DFB,60,2014,DFB-Pokal,2,1,,,180',143029,,,,
32,ES1,366,2013,LaLiga,16,9,,,1.440',143029,,,,
33,POCP,294,2013,Allianz Cup,,,,,,143029,,,,
34,PO2,10330,2013,Liga Sabseg,8,1,,,720',143029,1,,,1
35,POPO,294,2013,Taça de Portugal,,,,,,143029,,,,
36,POBE,601,2012,JPL Playoff II,6,1,,,524',143029,,,,
37,CCB,601,2012,Cofidis Cup,6,,,,510',143029,,,,
38,BE1,601,2012,JPL,16,1,,,984',143029,,3,2,
39,SER1,12135,2011,Jelen SuperLiga,21,6,,,1.861',143029,,,1,
40,SERP,12135,2011,Kup Srbije,1,,,,90',143029,,,,
41,TS1,5225,2010,Gambrinus Liga,8,3,,,685',143029,,,,
42,SLO1,2781,2009,Corgon Liga,9,1,,,700',143029,,,,
0,E4G3,83403,2023,Segunda Federación - Gr. III,24,10,,,2.118',631093,1,2,,
1,E3PL,8510,2022,Promoción 2ª Federación,6,1,,,600',631093,,,,
2,ES1,3709,2022,LaLiga,1,,,,,631093,,,,
3,E3PL,16576,2020,Promoción 2ª Federación,1,,,,90',631093,,,,
0,E3PL,8510,2022,Promoción 2ª Federación,1,,,,120',979355,,,,
1,ES1,3709,2022,LaLiga,,,,,,979355,,,,
0,ES1,3709,2023,LaLiga,8,2,,,96',268506,1,,,
1,CDR,3709,2023,Copa del Rey,1,,,,58',268506,,,,
2,ES1,3709,2022,LaLiga,15,2,,,581',268506,1,,,
3,CDR,3709,2022,Copa del Rey,,,,,,268506,,,,
4,AR1N,209,2021,Liga Profesional,12,1,,,850',268506,,,,3
5,CLI,209,2021,Libertadores,8,,,,544',268506,,1,,2
6,CDCA,209,2021,Copa de la Liga - Playoffs,1,,,,90',268506,,,,1
7,CDLP,209,2021,Copa de la Liga,10,1,,,835',268506,,2,,3
8,ARCA,209,2020,Copa Argentina,3,,,,270',268506,,1,,1
9,SCAG,209,2019,Supercopa Argentina,1,,,,90',268506,,,,
10,CLI,209,2020,Libertadores,6,1,,,532',268506,,,,
11,CDCA,209,2020,Copa Maradona,4,,,,288',268506,,,,1
12,CDLP,209,2020,Copa Maradona,5,,,,383',268506,,,,1
13,AR1N,209,2020,Superliga,4,1,,,360',268506,,,,
14,ARCA,209,2019,Copa Argentina,1,1,,,90',268506,,,,
15,CLI,209,2019,Libertadores,7,,,,630',268506,,,,
16,RECO,209,2019,Recopa Sudamericana,2,1,,,115',268506,,,,
17,ARLC,209,2019,Copa Superliga,4,,,,270',268506,,,,1
18,AR1N,12574,2019,Superliga,19,4,,,1.688',268506,,,,1
19,ARCA,12574,2018,Copa Argentina,1,,,,120',268506,,,,
20,AR1N,12574,2018,Superliga,23,7,,,2.015',268506,,,1,6
21,ARCA,12574,2017,Copa Argentina,4,,,,336',268506,,1,,
22,CLI,12574,2017,Libertadores,7,,,,524',268506,,,,
23,AR1N,12574,2017,Primera División,18,8,,,1.076',268506,,1,,2
24,ARCA,12574,2016,Copa Argentina,,,,,,268506,,,,
25,AR1N,12574,2016,Primera División,4,,,,175',268506,,,,
26,AR1N,12574,2015,Primera División,15,1,,,1.082',268506,1,2,,6
27,ARG1,12574,2014,Transición,6,,,,217',268506,,,,1
28,ARG1,12574,2013,Inicial,5,,,,95',268506,,,,
29,ARCA,12574,2013,Copa Argentina,1,,,,90',268506,,,,
30,ARGC,12574,2012,Final,3,,,,158',268506,,,,1
0,FR1,3911,2023,Ligue 1,,,,,,241229,,,,
1,ES1,3709,2022,LaLiga,5,1,,,198',241229,,,1,
2,CDR,3709,2022,Copa del Rey,1,,,,45',241229,,,,
3,FR1,417,2021,Ligue 1,8,1,,,412',241229,,,,
4,FRC,417,2021,Coupe de France,1,,,,90',241229,,,,
5,FRC,244,2021,Coupe de France,2,,,,83',241229,,,,
6,FR1,244,2021,Ligue 1,2,,,,130',241229,,,,
7,EL,244,2021,Europa League,,,,,,241229,,,,
8,FR1,244,2020,Ligue 1,13,3,,,813',241229,1,1,,
9,CL,244,2020,Champions League,5,2,,,450',241229,,,,
10,FR1,244,2019,Ligue 1,26,9,,,2.162',241229,,1,,1
11,FRC,244,2019,Coupe de France,2,,,,180',241229,,,,
12,FRL,244,2019,Coupe de la Ligue,1,1,,,90',241229,,,,
13,FR1,244,2018,Ligue 1,28,7,,,2.177',241229,2,,,2
14,FRC,244,2018,Coupe de France,1,1,,,90',241229,,,,
15,FRL,244,2018,Coupe de la Ligue,1,,,,120',241229,,,,
16,EL,244,2018,Europa League,3,1,,,250',241229,,,,
17,FR1,244,2017,Ligue 1,27,7,,,2.185',241229,,,,6
18,EL,244,2017,Europa League,12,4,,,1.013',241229,1,,,1
19,FRC,244,2017,Coupe de France,3,,,,202',241229,,1,,
20,FRL,244,2017,Coupe de la Ligue,1,1,,,65',241229,,,,
21,ELQ,244,2017,Europa League Qualifying,,,,,,241229,,,,
22,GB2,405,2016,Championship,34,6,,,2.499',241229,,,,1
23,FAC,405,2016,FA Cup,1,,,,90',241229,,,,
24,CGB,405,2016,EFL Cup,1,,,,90',241229,,,,
25,GB1,405,2015,Premier League,10,2,,,836',241229,,,,2
26,CGB,405,2015,League Cup,2,,,,154',241229,,,,1
27,FR1,417,2014,Ligue 1,36,11,,,3.233',241229,,4,,
28,FRC,417,2014,Coupe de France,1,,,,90',241229,,,,
29,FR1,417,2013,Ligue 1,19,3,,,1.011',241229,,,,
30,FRC,417,2013,Coupe de France,2,,,,153',241229,,,,
31,FRL,417,2013,Coupe de la Ligue,1,1,,,90',241229,,,,
32,ELQ,417,2013,Europa League Qualifying,1,1,,,90',241229,,,,
0,E3G2,16492,2023,Primera Federación - Gr. II,3,,,,66',809639,,,,
1,E3G1,16196,2023,Primera Federación - Gr. I,12,,,,282',809639,,,,
2,E3PL,8510,2022,Promoción 2ª Federación,6,1,,,454',809639,,,,
3,ES1,3709,2022,LaLiga,,,,,,809639,,,,
4,CDR,3709,2021,Copa del Rey,1,1,,,90',809639,,,,
5,ES1,3709,2021,LaLiga,3,,,,78',809639,,,,1
6,ES1,3709,2020,LaLiga,1,,,,44',809639,,,,
7,E3FD,8510,2020,2ª B - Fase de descenso,4,1,,,284',809639,,,,
8,ES3E,8510,2020,2ª B - Grupo V,14,3,,,1.036',809639,1,,,
0,E4G5,8510,2023,Segunda Federación - Gr. V,1,,,,86',1000136,,,,
1,ES1,3709,2023,LaLiga,1,,,,2',1000136,,,,
2,E3PL,8510,2022,Promoción 2ª Federación,5,3,,,480',1000136,,,,
3,ES1,3709,2022,LaLiga,,,,,,1000136,,,,
0,ES1,3709,2023,LaLiga,22,3,,,1.369',390688,,,,2
1,CDR,3709,2023,Copa del Rey,3,,,,251',390688,,,,
2,ES1,3709,2022,LaLiga,32,7,,,2.141',390688,,1,,
3,CDR,3709,2022,Copa del Rey,3,,,,226',390688,,,,2
4,ES1,3709,2021,LaLiga,20,1,,,709',390688,,,,1
5,CDR,3709,2021,Copa del Rey,2,,,,180',390688,,,,
6,ES1,3709,2020,LaLiga,10,2,,,604',390688,,,,
7,E3FD,8510,2020,2ª B - Fase de descenso,1,1,,,90',390688,,,,
8,ES3E,8510,2020,2ª B - Grupo V,14,5,,,1.219',390688,,,,
9,CDR,3709,2020,Copa del Rey,2,1,,,180',390688,,,,
10,ES3A,8510,2019,2ª B - Grupo I,23,6,,,1.982',390688,1,,,
11,ES2P,24420,2018,Ascenso a 2ª,4,,,,347',390688,,,,
12,ES3B,24420,2018,2ª B - Grupo II,33,6,,,2.879',390688,,,,
13,CDR,24420,2018,Copa del Rey,2,,,,159',390688,,,,
14,ES3B,24420,2017,2ª B - Grupo II,2,,,,109',390688,,,,
15,ES3A,7078,2016,2ª B - Grupo I,12,,,,200',390688,,,,
16,ES3A,7078,2015,2ª B - Grupo I,4,,,,78',390688,,,,
0,BRCR,537,2024,Carioca - Taça Rio,3,,,,212',76746,,,,
1,CLI,537,2024,Libertadores,4,1,,,296',76746,1,,,2
2,BRCG,537,2024,Carioca - Taça Guanabara,2,1,,,75',76746,,,,
3,ES1,3709,2023,LaLiga,16,7,,,1.284',76746,1,,,2
4,CDR,3709,2023,Copa del Rey,1,,,,90',76746,,,,
5,ES1,3709,2022,LaLiga,28,7,,,1.956',76746,,1,,1
6,CDR,3709,2022,Copa del Rey,,1,,,,76746,,,,
7,ES1,3709,2021,LaLiga,35,13,,,2.718',76746,,,,3
8,ES1,3709,2020,LaLiga,31,12,,,2.439',76746,,1,1,
9,EL,3709,2019,Europa League,4,2,,,360',76746,,,,
10,ES1,3709,2019,LaLiga,30,16,,,2.598',76746,1,1,,4
11,ES1,3709,2018,LaLiga,36,13,,,3.240',76746,,,,3
12,CDR,3709,2018,Copa del Rey,6,1,,,469',76746,,,,
13,ES1,3709,2017,LaLiga,33,14,,,2.878',76746,1,1,,4
14,CDR,3709,2017,Copa del Rey,,,,,,76746,,,,
15,ES1P,3709,2016,Promoción LaLiga,4,,,,360',76746,,,,
16,ES2,3709,2016,LaLiga 1|2|3,37,12,,,3.330',76746,,,,6
17,CDR,3709,2016,Copa del Rey,1,1,,,90',76746,,,,
18,ES1,3709,2015,LaLiga,31,7,,,2.634',76746,1,,,3
19,CDR,3709,2015,Copa del Rey,2,2,,,135',76746,,,,
20,ES1,1531,2014,LaLiga,34,11,,,3.040',76746,,1,1,1
21,CDR,1531,2014,Copa del Rey,3,3,,,270',76746,,,,
22,ES1,1531,2013,LaLiga,31,9,,,2.761',76746,,1,2,1
23,CDR,1531,2013,Copa del Rey,1,,,,90',76746,,,,
24,ES2,1531,2012,LaLiga2,33,11,,,2.947',76746,1,1,,3
25,CDR,1531,2012,Copa del Rey,,,,,,76746,,,,
26,ES1,2448,2011,LaLiga,19,5,,,1.407',76746,,,,1
27,CDR,2448,2011,Copa del Rey,1,,,,77',76746,,,,
28,URUP,2619,2011,Playoffs Primera Division,1,,,,90',76746,,,,
29,URUC,2619,2011,Primera División Clausura,12,4,,,1.042',76746,,,,2
30,URU1,2619,2011,Primera División Apertura,12,1,,,898',76746,1,1,,
31,CS,2619,2010,Copa Sudamericana,6,1,,,483',76746,,,,
32,URUC,2619,2010,Primera División Clausura,12,3,,,911',76746,,1,,1
33,URU1,2619,2010,Primera División Apertura,12,2,,,878',76746,2,,,
34,URU1,2619,2009,Primera División Apertura,5,2,,,405',76746,,,,1
35,CS,2619,2008,Copa Sudamericana,2,1,,,180',76746,,,,
36,URPL,2619,2007,Liguilla Pre-Libertadores,4,,,,360',76746,,,,
37,URUC,2619,2008,Primera División Clausura,9,3,,,629',76746,,,,1
38,URU1,2619,2008,Primera División Apertura,7,,,,361',76746,1,,,
39,CS,2619,2007,Copa Sudamericana,4,,,,319',76746,,,,
0,E3G2,21322,2023,Primera Federación - Gr. II,,,,,,715635,,,,
1,E4G5,8510,2023,Segunda Federación - Gr. V,12,1,,,411',715635,,,,
2,E3PL,8510,2022,Promoción 2ª Federación,5,3,,,425',715635,,,,1
3,ES1,3709,2022,LaLiga,,,,,,715635,,,,
4,E3FD,8510,2020,2ª B - Fase de descenso,8,2,,,720',715635,,,,
5,ES3E,8510,2020,2ª B - Grupo V,9,2,,,691',715635,,1,,
0,ES2,3368,2023,LaLiga2,18,2,,,909',638589,,1,,1
1,CDR,3368,2023,Copa del Rey,1,,,,90',638589,,,,
2,ES1,3709,2022,LaLiga,26,3,,,1.130',638589,,,,
3,CDR,3709,2022,Copa del Rey,3,1,,,210',638589,,,,
4,ES1,3709,2021,LaLiga,,,,,,638589,,,,
5,CDR,3709,2021,Copa del Rey,1,,,,84',638589,,,,
6,E3FD,8510,2020,2ª B - Fase de descenso,8,,,,677',638589,,,,
7,ES3E,8510,2020,2ª B - Grupo V,16,3,,,719',638589,,1,,
8,CDR,367,2019,Copa del Rey,,,,,,638589,,,,
9,CDR,367,2018,Copa del Rey,,,,,,638589,,,,
0,ES1,3709,2023,LaLiga,24,5,,,885',284854,,1,,1
1,CDR,3709,2023,Copa del Rey,3,1,,,174',284854,,,,3
2,ES1,3709,2022,LaLiga,35,10,,,2.126',284854,,2,1,2
3,CDR,3709,2022,Copa del Rey,3,2,,,203',284854,,,,1
4,ES1,3709,2021,LaLiga,33,6,,,2.338',284854,1,1,,2
5,CDR,3709,2021,Copa del Rey,,,,,,284854,,,,
6,ES1,3709,2020,LaLiga,22,2,,,1.367',284854,,2,,2
7,ES1,131,2020,LaLiga,2,1,,,48',284854,,,,
8,CL,131,2020,Champions League,3,,,,122',284854,,,,
9,ES1,150,2019,LaLiga,17,1,,,729',284854,,1,,
10,CDR,150,2019,Copa del Rey,2,2,,,210',284854,,,,2
11,ES1,131,2019,LaLiga,4,,,,170',284854,,,,
12,CL,131,2019,Champions League,1,,,,90',284854,,,,
13,CDR,131,2018,Copa del Rey,7,1,,,355',284854,,,,
14,ES1,131,2018,LaLiga,17,2,,,631',284854,,2,,
15,CL,131,2018,Champions League,3,,,,90',284854,,,,
16,ES3C,2464,2018,2ª B - Grupo III,8,3,,,640',284854,,3,,1
17,ES2,2464,2017,LaLiga 1|2|3,38,11,,,3.366',284854,,11,,4
18,ES1,131,2017,LaLiga,,,,,,284854,,,,
19,CDR,131,2017,Copa del Rey,3,1,,,225',284854,,,,
20,ES2P,2464,2016,Ascenso a 2ª,6,2,,,484',284854,,,,1
21,ES1,131,2016,LaLiga,3,1,,,40',284854,,,,
22,ES3C,2464,2016,2ª B - Grupo III,23,5,,,1.900',284854,,3,,7
23,CL,131,2016,Champions League,,,,,,284854,,,,
24,CDR,131,2016,Copa del Rey,1,,,,76',284854,,1,,
25,ES3C,2464,2015,2ª B - Grupo III,14,2,,,698',284854,,1,,1
26,19YL,41584,2015,UEFA Youth League,8,3,,,716',284854,,6,,1
27,CDR,131,2015,Copa del Rey,,,,,,284854,,,,
0,ES1,3709,2023,LaLiga,7,2,,,336',290249,,,,
1,ES1,3709,2022,LaLiga,13,3,,,1.000',290249,,,1,1
2,ES1,3709,2021,LaLiga,31,13,,,2.667',290249,,,,5
3,ES1,3709,2020,LaLiga,34,11,,,2.989',290249,,3,,
4,CDR,3709,2020,Copa del Rey,1,,,,44',290249,,,,
5,EL,3709,2019,Europa League,6,1,,,441',290249,,,,
6,ES1,3709,2019,LaLiga,35,9,,,3.072',290249,,1,1,1
7,CDR,3709,2019,Copa del Rey,1,,,,53',290249,,,,
8,ES1,3709,2018,LaLiga,33,8,,,2.687',290249,,1,,3
9,CDR,3709,2018,Copa del Rey,3,2,,,213',290249,,,,
10,ES1,3709,2017,LaLiga,27,8,,,2.135',290249,,1,1,2
11,CDR,3709,2017,Copa del Rey,2,1,,,149',290249,,,,
12,ELQ,40,2017,Europa League Qualifying,1,1,,,90',290249,,,,
13,FR1,40,2016,Ligue 1,4,,,,35',290249,,,,1
14,FRC,40,2016,Coupe de France,2,,,,135',290249,,,,
15,FRL,40,2016,Coupe de la Ligue,,,,,,290249,,,,
16,C3IF,10872,2016,CFA 2 - Grp. H,4,1,,,333',290249,,,,
17,FR1,40,2015,Ligue 1,5,1,,,152',290249,,,,
18,FRC,40,2015,Coupe de France,,,,,,290249,,,,
19,URU1,2619,2016,Primera División Apertura,13,4,,,1.101',290249,,,,
20,CS,2619,2015,Copa Sudamericana,8,3,,,690',290249,,,,
21,URUC,2619,2015,Primera División Clausura,7,2,,,494',290249,,1,,
22,URU1,2619,2015,Primera División Apertura,12,4,,,961',290249,,,,1
23,URUC,2619,2014,Primera División Clausura,3,2,,,152',290249,,,,
24,URU1,2619,2014,Primera División Apertura,9,2,,,673',290249,,,,1
0,ES1,3709,2023,LaLiga,29,3,,,2.563',273152,,4,,
1,CDR,3709,2023,Copa del Rey,3,,,,173',273152,,,,
2,ES1,3709,2022,LaLiga,29,3,,,2.066',273152,,,,
3,CDR,3709,2022,Copa del Rey,,,,,,273152,,,,
4,ES1,3709,2021,LaLiga,35,5,,,2.943',273152,,1,,2
5,ES1,3709,2020,LaLiga,35,5,,,2.744',273152,,1,,
6,CDR,3709,2020,Copa del Rey,,,,,,273152,,,,
7,EL,3709,2019,Europa League,7,,,,512',273152,,,,
8,ES1,3709,2019,LaLiga,35,5,,,2.898',273152,,2,,
9,CDR,3709,2019,Copa del Rey,1,1,,,90',273152,,,,
10,ES1,3709,2018,LaLiga,36,4,,,3.211',273152,,1,,
11,CDR,3709,2018,Copa del Rey,4,,,,314',273152,,,,1
12,ES1,1049,2017,LaLiga,15,1,,,549',273152,,,,
13,CDR,1049,2017,Copa del Rey,6,1,,,454',273152,,1,,
14,EL,22220,2016,Europa League,5,1,,,450',273152,,1,,
15,ELQ,22220,2016,Europa League Qualifying,2,1,,,180',273152,,1,,
16,CLQ,22220,2016,Champions League Qu.,3,,,,270',273152,,,,
17,KAZP,22220,2016,Kazakhstan Cup,1,,,,90',273152,,,,
18,KAZM,22220,2016,Premier League Championship-Playoff,9,1,,,645',273152,,,,
19,KAS1,22220,2016,Premier Liga,22,,,,1.813',273152,,3,,2
20,KASC,22220,2016,Kasachischer Supercup,1,,,,120',273152,,,,
21,CL,22220,2015,Champions League,5,,,,450',273152,,,,
22,CLQ,22220,2015,Champions League Qu.,6,1,,,495',273152,,1,,1
23,KAZP,22220,2015,Kazakhstan Cup,3,,,,163',273152,,,,
24,KAZM,22220,2015,Premier League Championship-Playoff,8,,,,664',273152,,1,,1
25,KAS1,22220,2015,Premier Liga,15,,,,1.035',273152,,5,,2
26,KASC,22220,2015,Kasachischer Supercup,1,,,,120',273152,,,,
27,SL1,6248,2014,Prva Liga,16,1,,,1.254',273152,,3,,
28,SLP,6248,2014,Pokal Slovenije,3,1,,,242',273152,,1,,
29,SL1,6248,2013,Prva Liga,11,2,,,806',273152,,,,1
0,ES1,3709,2023,LaLiga,19,6,,,1.530',281989,,,,1
1,CDR,3709,2023,Copa del Rey,3,,,,270',281989,,1,,1
2,ES1,3709,2022,LaLiga,27,4,,,1.863',281989,,,1,3
3,CDR,3709,2022,Copa del Rey,3,,,,300',281989,,,,1
4,ES1,16795,2021,LaLiga,34,4,,,2.784',281989,,3,,3
5,CDR,16795,2021,Copa del Rey,2,,,,99',281989,,,,1
6,ES1,16795,2020,LaLiga,16,1,,,1.258',281989,,1,,1
7,CDR,16795,2020,Copa del Rey,1,,,,85',281989,,,,
8,EL,16795,2020,Europa League,6,1,,,456',281989,,,,1
9,ELQ,16795,2020,Europa League Qualifying,1,,,,90',281989,,,,
10,ES2,648,2019,LaLiga SmartBank,35,5,,,2.947',281989,1,8,,6
11,CDR,648,2019,Copa del Rey,4,,,,330',281989,,,,
12,ES2,648,2018,LaLiga 1|2|3,38,11,,,3.390',281989,,2,,5
13,CDR,648,2018,Copa del Rey,1,1,,,26',281989,,,,
14,ES2,648,2017,LaLiga 1|2|3,17,2,,,1.518',281989,,,,
15,ES3A,16486,2017,2ª B - Grupo I,21,3,,,1.880',281989,,3,,
16,CDR,16486,2017,Copa del Rey,4,,,,360',281989,,1,,
17,ES2P,16486,2016,Ascenso a 2ª,2,1,,,180',281989,,,,
18,ES3B,16486,2016,2ª B - Grupo II,33,8,,,2.718',281989,,1,,1
19,ES3A,11615,2015,2ª B - Grupo I,4,2,,,217',281989,,1,,
20,CDR,11615,2015,Copa del Rey,1,1,,,70',281989,,1,,
21,ES3B,15080,2014,2ª B - Grupo II,20,5,,,1.541',281989,,2,,
0,ES1,16795,2023,LaLiga,27,7,,,1.467',398163,,1,,3
1,CDR,16795,2023,Copa del Rey,1,1,,,59',398163,,,,1
2,ES1,3709,2022,LaLiga,16,5,,,445',398163,,,,
3,IT1,1038,2022,Serie A,15,2,,,694',398163,,,,
4,CIT,1038,2022,Italy Cup,1,,,,74',398163,,,,
5,ES1,3709,2021,LaLiga,10,,,,291',398163,,,,1
6,IT1,12,2021,Serie A,,,,,,398163,,,,
7,UCOL,12,2021,Conference League,5,,,,193',398163,,,,
8,ECLQ,12,2021,UECL Qualifiers,1,,,,11',398163,,,,
9,IT1,12,2020,Serie A,33,7,,,1.859',398163,,,,1
10,EL,12,2020,Europa League,13,3,,,786',398163,,,,
11,CIT,12,2020,Italy Cup,1,,,,69',398163,,,,
12,EL,12,2019,Europa League,2,,,,19',398163,,,,
13,IT1,12,2019,Serie A,9,3,,,292',398163,,,,
14,ES2,1531,2019,LaLiga SmartBank,20,9,,,1.623',398163,,1,,
15,CDR,1531,2019,Copa del Rey,2,,,,63',398163,,,,
16,ES2,1531,2018,LaLiga 1|2|3,15,6,,,925',398163,,,,1
17,CDR,1531,2018,Copa del Rey,2,,,,167',398163,,1,,
18,ES3C,6182,2017,2ª B - Grupo III,31,10,,,2.085',398163,,2,,1
19,ES1,1049,2017,LaLiga,,,,,,398163,,,,
20,ES3C,6182,2016,2ª B - Grupo III,1,1,,,25',398163,,,,
21,19YL,50635,2015,UEFA Youth League,7,2,,,463',398163,,,,
